raceId,driverId,grid,position,constructorId
102,2,16,12,17
102,45,17,16,17
102,47,18,15,18
102,46,19,14,18
102,13,20,19,15
103,15,1,9,4
103,30,2,2,6
103,4,3,16,4
103,14,4,7,1
103,21,5,5,15
103,22,6,3,6
103,17,7,17,19
103,13,8,4,15
103,44,9,8,7
103,8,10,1,1
103,31,11,12,3
103,18,12,14,16
103,32,13,6,19
103,42,14,13,3
103,11,15,18,16
103,2,16,11,17
103,46,17,19,18
103,47,18,15,18
103,45,19,20,17
103,41,20,10,7
105,22,1,1,6
105,8,2,3,1
105,18,3,2,16
105,13,4,8,15
105,23,5,18,3
105,4,6,4,4
105,21,7,7,15
105,44,8,14,7
105,11,9,6,16
105,14,10,9,1
105,31,11,5,3
105,17,12,10,19
105,35,13,11,4
105,41,14,19,7
105,2,15,13,17
105,32,16,20,19
105,10,17,15,17
105,47,18,16,18
105,46,19,17,18
105,30,20,12,6
106,30,1,1,6
106,23,2,2,3
106,17,3,20,19
106,11,4,4,16
106,18,5,3,16
106,15,6,11,7
106,21,7,8,15
106,14,8,18,1
106,35,9,10,4
106,44,10,14,7
106,4,11,5,4
106,8,12,6,1
106,31,13,7,3
106,32,14,12,19
106,22,15,19,6
106,2,16,13,17
106,10,17,15,17
106,46,18,16,18
106,47,19,17,18
106,13,20,9,15
107,22,1,3,6
107,31,2,1,3
107,8,3,2,1
107,13,4,8,15
107,18,5,20,16
107,11,6,6,16
107,23,7,5,3
107,30,8,7,6
107,4,9,4,4
107,15,10,12,7
107,21,11,9,15
107,17,12,18,19
107,14,13,11,1
107,35,14,10,4
107,41,15,13,7
107,32,16,14,19
107,2,17,19,17
107,10,18,15,17
107,47,19,16,18
107,46,20,17,18
71,21,1,1,4
71,15,2,9,7
71,17,3,5,3
71,35,4,13,15
71,14,5,4,9
71,32,6,7,9
71,2,7,19,3
71,18,8,11,16
71,31,9,6,1
71,8,10,8,1
71,22,11,2,6
71,39,12,15,17
71,4,13,3,4
71,33,14,16,17
71,23,15,12,7
71,40,16,17,18
71,27,17,20,18
71,30,18,18,6
71,11,19,14,16
71,13,20,10,15
72,4,1,1,4
72,15,2,2,7
72,21,3,15,4
72,17,4,16,3
72,23,5,5,7
72,8,6,9,1
72,32,7,8,9
72,14,8,6,9
72,18,9,18,16
72,2,10,3,3
72,31,11,4,1
72,22,12,14,6
72,30,13,7,6
72,13,14,10,15
72,19,15,19,16
72,35,16,17,15
72,39,17,11,17
72,33,18,12,17
72,40,19,20,18
72,27,20,13,18
73,4,1,1,4
73,30,2,17,6
73,15,3,2,7
73,2,4,16,3
73,17,5,6,3
73,23,6,4,7
73,32,7,20,9
73,37,8,5,1
73,8,9,3,1
73,21,10,18,4
73,18,11,14,16
73,13,12,7,15
73,11,13,15,16
73,14,14,8,9
73,22,15,9,6
73,35,16,11,15
73,33,17,10,17
73,39,18,19,17
73,27,19,13,18
73,40,20,12,18
74,8,1,16,1
74,4,2,1,4
74,18,3,19,16
74,17,4,7,3
74,15,5,5,7
74,11,6,20,16
74,25,7,3,1
74,13,8,10,15
74,2,9,6,3
74,22,10,15,6
74,23,11,9,7
74,35,12,4,15
74,21,13,18,4
74,30,14,2,6
74,14,15,11,9
74,24,16,8,9
74,39,17,12,17
74,33,18,13,17
74,40,19,17,18
74,27,20,14,18
75,8,1,1,1
75,17,2,6,3
75,4,3,2,4
75,23,4,4,7
75,15,5,3,7
75,21,6,5,4
75,31,7,7,1
75,30,8,15,6
75,14,9,8,9
75,13,10,11,15
75,24,11,18,9
75,35,12,14,15
75,39,13,13,17
75,33,14,12,17
75,27,15,16,18
75,40,16,17,18
75,2,17,10,3
75,22,18,9,6
76,8,1,1,1
76,4,2,4,4
76,17,3,3,3
76,21,4,12,4
76,15,5,10,7
76,2,6,2,3
76,14,7,17,9
76,30,8,7,6
76,35,9,11,15
76,22,10,8,6
76,13,11,9,15
76,24,12,15,9
76,40,13,16,18
76,27,14,14,18
76,33,15,13,17
76,31,16,5,1
76,39,17,18,17
76,23,18,6,7
841,20,1,1,9
841,1,2,2,1
841,17,3,5,9
841,18,4,6,1
841,4,5,4,6
841,808,6,3,4
841,3,7,17,131
841,13,8,7,6
841,155,9,21,15
841,67,10,8,5
841,30,11,19,131
841,153,12,11,5
841,815,13,22,15
841,814,14,10,10
841,813,15,20,3
841,16,16,9,10
841,22,17,16,3
841,2,18,12,4
841,5,19,18,205
841,15,20,13,205
841,10,21,15,166
841,816,22,14,166
842,20,1,1,9
841,24,23,23,164
841,39,24,24,164
842,1,2,8,1
842,17,3,4,9
842,18,4,2,1
842,4,5,6,6
842,2,6,3,4
842,13,7,5,6
842,808,8,17,4
842,3,9,12,131
842,155,10,7,15
842,30,11,9,131
842,67,12,13,5
842,153,13,14,5
842,814,14,10,10
842,22,15,22,3
842,815,16,21,15
842,16,17,11,10
842,813,18,24,3
842,5,19,15,205
842,15,20,20,205
842,10,21,16,166
842,816,22,19,166
842,24,23,18,164
842,39,24,23,164
843,20,1,2,9
843,18,2,4,1
843,1,3,1,1
843,3,4,5,131
843,4,5,7,6
843,13,6,6,6
843,153,7,24,5
843,814,8,11,10
843,67,9,14,5
843,808,10,9,4
843,16,11,15,10
843,815,12,17,15
843,155,13,10,15
843,30,14,8,131
843,22,15,13,3
843,2,16,12,4
843,813,17,18,3
843,17,18,3,9
843,5,19,16,205
843,15,20,19,205
843,816,21,20,166
843,10,22,21,166
843,24,23,22,164
843,39,24,23,164
844,20,1,1,9
844,17,2,2,9
844,3,3,5,131
844,1,4,4,1
844,4,5,3,6
844,18,6,6,1
844,808,7,8,4
844,30,8,12,131
844,2,9,7,4
844,13,10,11,6
844,22,11,15,3
844,16,12,13,10
844,814,13,23,10
844,813,14,17,3
844,815,15,14,15
844,67,16,9,5
844,153,17,16,5
844,5,18,19,205
844,15,19,18,205
844,816,20,20,166
844,24,21,22,164
844,10,22,24,166
844,39,23,21,164
845,17,1,4,9
845,20,2,1,9
845,1,3,2,1
845,4,4,5,6
845,18,5,3,1
845,808,6,11,4
845,3,7,7,131
845,13,8,22,6
845,813,9,15,3
845,30,10,6,131
845,67,11,14,5
845,815,12,9,15
845,153,13,16,5
845,155,14,10,15
845,5,15,23,205
845,814,16,12,10
845,16,17,13,10
845,15,18,18,205
845,22,19,17,3
845,10,20,19,166
845,24,21,24,164
845,39,22,21,164
845,816,23,20,166
846,20,1,1,9
846,18,2,3,1
846,17,3,4,9
846,4,4,2,6
846,30,5,22,131
846,13,6,21,6
846,1,7,6,1
846,3,8,11,131
846,813,9,18,3
846,815,10,24,15
846,808,11,19,4
846,22,12,9,3
846,155,13,5,15
846,814,14,12,10
846,16,15,7,10
846,2,16,8,4
846,67,17,10,5
846,5,18,14,205
846,15,19,13,205
846,153,20,20,5
846,10,21,23,166
846,816,22,15,166
846,39,23,17,164
846,24,24,16,164
847,20,1,2,9
847,4,2,22,6
847,13,3,6,6
847,17,4,3,9
847,1,5,24,1
847,3,6,11,131
847,18,7,1,1
847,30,8,4,131
847,2,9,20,4
847,808,10,5,4
847,814,11,18,10
847,813,12,19,3
847,155,13,7,15
847,16,14,21,10
847,67,15,10,5
847,22,16,9,3
847,37,17,12,15
847,153,18,8,5
847,15,19,17,205
847,5,20,23,205
847,24,21,13,164
847,10,22,16,166
847,39,23,14,164
847,816,24,15,166
848,20,1,1,9
848,17,2,3,9
848,1,3,4,1
848,4,4,2,6
848,13,5,5,6
848,18,6,6,1
848,3,7,7,131
848,30,8,17,131
848,2,9,10,4
848,16,10,9,10
848,808,11,15,4
848,814,12,14,10
848,22,13,12,3
848,155,14,16,15
848,813,15,18,3
848,815,16,11,15
848,67,17,13,5
848,153,18,8,5
848,5,19,19,205
848,15,20,20,205
848,10,21,21,166
848,24,22,23,164
848,816,23,22,166
848,39,24,24,164
849,17,1,3,9
849,20,2,2,9
849,4,3,1,6
849,13,4,5,6
849,18,5,20,1
849,814,6,15,10
849,813,7,14,3
849,155,8,22,15
849,3,9,6,131
849,1,10,4,1
849,16,11,11,10
849,815,12,7,15
849,30,13,9,131
849,808,14,12,4
849,22,15,13,3
849,2,16,8,4
849,5,17,24,205
849,153,18,10,5
849,67,19,21,5
849,10,20,16,166
849,15,21,23,205
849,816,22,17,166
849,24,23,18,164
849,817,24,19,164
850,17,1,3,9
850,1,2,1,1
850,20,3,4,9
850,4,4,2,6
850,13,5,5,6
850,3,6,7,131
850,18,7,22,1
850,16,8,6,10
850,808,9,10,4
850,30,10,8,131
850,2,11,24,4
850,814,12,13,10
850,813,13,14,3
850,22,14,23,3
850,815,15,11,15
850,67,16,15,5
850,153,17,12,5
850,155,18,9,15
850,5,19,16,205
850,10,20,17,166
850,812,21,20,205
850,816,22,18,166
850,24,23,21,164
850,817,24,19,164
851,20,1,2,9
851,1,2,4,1
851,18,3,1,1
851,13,4,6,6
851,4,5,3,6
851,17,6,5,9
851,3,7,9,131
851,16,8,14,10
851,30,9,22,131
851,815,10,15,15
851,814,11,7,10
851,808,12,12,4
851,155,13,11,15
851,2,14,23,4
851,22,15,13,3
851,153,16,10,5
851,813,17,16,3
851,67,18,8,5
851,5,19,21,205
851,15,20,24,205
851,10,21,17,166
851,24,22,20,164
851,817,23,18,164
851,816,24,19,166
852,20,1,1,9
852,1,2,22,1
852,17,3,2,9
852,13,4,8,6
852,3,5,6,131
852,153,6,24,5
852,811,7,13,4
852,4,8,4,6
852,815,9,20,15
852,808,10,9,4
852,67,11,23,5
852,155,12,12,15
852,18,13,3,1
852,22,14,16,3
852,16,15,7,10
852,813,16,10,3
852,5,17,15,205
852,814,18,11,10
852,15,19,14,205
852,10,20,18,166
852,816,21,17,166
852,24,22,19,164
852,817,23,21,164
854,20,1,1,9
854,17,2,3,9
854,18,3,2,1
854,1,4,5,1
854,4,5,4,6
854,13,6,9,6
854,3,7,7,131
854,30,8,23,131
854,16,9,8,10
854,814,10,6,10
854,815,11,10,15
854,22,12,13,3
854,813,13,11,3
854,67,14,12,5
854,811,15,15,4
854,153,16,21,5
854,155,17,14,15
854,808,18,17,4
854,5,19,16,205
854,15,20,22,205
854,10,21,24,166
854,816,22,18,166
854,817,23,19,164
854,24,24,20,164
855,20,1,3,9
855,18,2,1,1
855,1,3,5,1
855,13,4,7,6
855,4,5,2,6
855,17,6,4,9
855,155,10,13,15
855,30,7,6,131
855,811,8,16,4
855,808,9,9,4
855,16,11,11,10
855,814,12,12,10
855,22,13,17,3
855,813,14,14,3
855,67,15,24,5
855,153,16,15,5
855,815,17,8,15
855,5,18,18,205
855,15,19,19,205
855,816,20,21,166
855,10,21,20,166
855,817,22,22,164
855,3,23,10,131
855,24,24,23,164
856,1,1,2,1
856,20,2,1,9
856,18,3,4,1
856,17,4,3,9
856,13,5,6,6
856,4,6,5,6
856,3,7,8,131
856,808,8,23,4
856,814,9,10,10
856,16,10,11,10
856,153,11,7,5
856,30,12,24,131
856,67,13,9,5
856,155,14,15,15
856,811,15,13,4
856,813,16,22,3
856,815,17,16,15
856,22,18,12,3
856,5,19,14,205
856,15,20,17,205
856,10,21,18,166
856,816,22,20,166
856,24,23,21,164
856,817,24,19,164
857,20,1,1,9
857,1,2,7,1
857,17,3,4,9
857,4,4,3,6
857,18,5,2,1
857,13,6,20,6
857,3,7,6,131
857,16,8,9,10
857,67,9,21,5
857,153,10,8,5
857,808,11,11,4
857,30,12,5,131
857,814,13,13,10
857,813,14,22,3
857,811,15,12,4
857,22,16,15,3
857,815,17,10,15
857,155,18,24,15
857,5,19,14,205
857,15,20,19,205
857,817,21,18,164
857,39,22,17,164
857,816,23,16,166
857,10,24,23,166
858,20,1,24,9
858,1,2,1,1
858,18,3,3,1
858,17,4,4,9
858,4,5,2,6
858,13,6,5,6
858,3,7,6,131
858,30,8,7,131
858,16,9,8,10
858,814,10,9,10
858,815,11,11,15
858,808,12,13,4
858,67,13,22,5
858,811,14,16,4
858,153,15,15,5
858,155,16,10,15
858,813,17,14,3
858,5,18,17,205
858,15,19,18,205
858,10,20,19,166
858,817,21,21,164
858,816,22,23,166
858,24,23,20,164
859,20,1,2,9
859,17,2,1,9
859,18,3,3,1
859,1,4,22,1
859,4,5,4,6
859,3,6,7,131
859,13,7,5,6
859,16,8,6,10
859,811,9,17,4
859,30,10,15,131
859,814,11,8,10
859,22,12,14,3
859,153,13,11,5
859,67,14,12,5
859,808,15,10,4
859,155,16,9,15
859,815,17,13,15
859,813,18,23,3
859,5,19,16,205
859,15,20,18,205
859,24,21,21,164
859,817,22,20,164
859,816,23,19,166
859,10,24,24,166
860,1,1,3,1
860,18,2,1,1
860,154,3,21,208
860,30,4,20,131
860,17,5,4,9
860,20,6,2,9
860,3,7,12,131
860,813,8,13,3
860,807,9,22,10
860,817,10,9,5
860,818,11,11,5
860,4,12,5,6
860,155,13,6,15
860,811,14,16,3
860,814,15,10,10
860,13,16,17,6
860,815,17,8,15
860,8,18,7,208
860,5,19,18,207
860,808,20,19,207
860,10,21,14,206
860,819,22,15,206
860,37,23,23,164
860,39,24,24,164
861,1,1,3,1
861,18,2,14,1
861,30,3,10,131
861,17,4,4,9
861,8,5,5,208
861,20,6,11,9
861,154,7,24,208
861,3,8,13,131
861,4,9,1,6
861,815,10,2,15
861,813,11,19,3
861,13,12,15,6
861,811,13,6,3
861,814,14,7,10
861,817,15,12,5
861,807,16,9,10
861,155,17,23,15
861,818,18,8,5
861,5,19,18,207
861,808,20,16,207
861,10,21,17,206
861,819,22,20,206
861,37,23,22,164
861,39,24,21,164
862,3,1,1,131
862,1,2,3,1
862,30,3,24,131
862,155,4,10,15
862,8,5,14,208
862,18,6,2,1
862,17,7,4,9
862,815,8,11,15
862,4,9,9,6
862,154,10,6,208
862,20,11,5,9
862,13,12,13,6
862,813,13,8,3
862,811,14,7,3
862,814,15,12,10
862,807,16,15,10
862,817,17,17,5
862,818,18,16,5
862,5,19,23,207
862,808,20,18,207
862,10,21,19,206
862,819,22,20,206
862,37,23,21,164
862,39,24,22,164
863,20,1,1,9
863,1,2,8,1
863,17,3,4,9
863,18,4,18,1
863,3,5,5,131
863,817,6,15,5
863,154,7,3,208
863,815,8,11,15
863,4,9,7,6
863,814,10,6,10
863,8,11,2,208
863,155,12,13,15
863,807,13,12,10
863,13,14,9,6
863,811,15,22,3
863,5,16,17,207
863,813,17,23,3
863,30,18,10,131
863,818,19,14,5
863,808,20,16,207
863,819,21,24,206
863,37,22,20,164
863,10,23,19,206
863,39,24,21,164
864,1,1,8,1
864,813,2,1,3
864,4,3,2,6
864,154,4,4,208
864,8,5,3,208
864,815,6,20,15
864,3,7,7,131
864,20,8,6,9
864,30,9,24,131
864,155,10,5,15
864,18,11,9,1
864,17,12,11,9
864,814,13,14,10
864,807,14,10,10
864,818,15,12,5
864,817,16,13,5
864,13,17,15,6
864,811,18,23,3
864,808,19,17,207
864,5,20,16,207
864,819,21,21,206
864,10,22,18,206
864,37,23,19,164
864,39,24,22,164
865,30,1,19,131
865,17,2,1,9
865,3,3,2,131
865,1,4,5,1
865,154,5,24,208
865,4,6,3,6
865,13,7,6,6
865,8,8,9,208
865,813,9,23,3
865,20,10,4,9
865,807,11,8,10
865,155,12,21,15
865,18,13,16,1
865,811,14,10,3
865,814,15,7,10
865,817,16,17,5
865,818,17,12,5
865,5,18,13,207
865,808,19,20,207
865,10,20,14,206
865,37,21,22,164
865,819,22,18,206
865,39,23,15,164
866,20,1,4,9
866,1,2,1,1
866,4,3,5,6
866,17,4,7,9
866,3,5,6,131
866,13,6,10,6
866,154,7,2,208
866,814,8,11,10
866,30,9,22,131
866,18,10,16,1
866,155,11,9,15
866,8,12,8,208
866,807,13,12,10
866,817,14,14,5
866,815,15,3,15
866,811,16,17,3
866,813,17,13,3
866,5,18,18,207
866,808,19,19,207
866,818,20,15,5
866,37,21,23,164
866,10,22,21,206
866,819,23,20,206
866,39,24,24,164
867,20,1,21,9
867,1,2,19,1
867,813,3,12,3
867,154,4,20,208
867,8,5,2,208
867,3,6,6,131
867,155,7,22,15
867,807,8,5,10
867,18,9,8,1
867,814,10,7,10
867,4,11,1,6
867,30,12,3,131
867,13,13,16,6
867,811,14,10,3
867,815,15,9,15
867,5,16,14,207
867,817,17,11,5
867,818,18,23,5
867,17,19,4,9
867,808,20,13,207
867,37,21,17,164
867,39,22,18,164
867,819,23,15,206
868,4,1,2,6
868,17,2,1,9
868,30,3,7,131
868,20,4,3,9
868,13,5,4,6
868,8,6,5,208
868,813,7,16,3
868,1,8,8,1
868,807,9,12,10
868,154,10,6,208
868,814,11,23,10
868,155,12,11,15
868,3,13,15,131
868,817,14,13,5
868,811,15,9,3
868,818,16,14,5
868,815,17,22,15
868,18,18,10,1
868,808,19,24,207
868,5,20,17,207
868,10,21,18,206
868,37,22,20,164
868,39,23,21,164
868,819,24,19,206
869,4,1,1,6
869,20,2,5,9
869,17,3,8,9
869,30,4,7,131
869,807,5,9,10
869,813,6,15,3
869,18,7,2,1
869,1,8,24,1
869,814,9,11,10
869,8,10,3,208
869,817,11,13,5
869,815,12,6,15
869,155,13,4,15
869,13,14,12,6
869,154,15,18,208
869,811,16,17,3
869,3,17,10,131
869,818,18,14,5
869,5,19,19,207
869,808,20,16,207
869,819,21,20,206
869,10,22,22,206
869,37,23,21,164
869,39,24,23,164
870,1,1,1,1
870,154,2,3,208
870,20,3,4,9
870,18,4,6,1
870,8,5,2,208
870,4,6,5,6
870,13,7,9,6
870,813,8,13,3
870,811,9,7,3
870,807,10,11,10
870,17,11,8,9
870,814,12,12,10
870,3,13,10,131
870,815,14,14,15
870,155,15,18,15
870,818,16,16,5
870,30,17,24,131
870,817,18,15,5
870,5,19,17,207
870,808,20,19,207
870,819,21,20,206
870,10,22,21,206
870,37,23,22,164
870,39,24,23,164
871,18,1,1,1
871,155,2,13,15
871,813,3,20,3
871,8,4,3,208
871,815,5,21,15
871,4,6,22,6
871,17,7,6,9
871,1,8,23,1
871,154,9,24,208
871,814,10,10,10
871,20,11,2,9
871,807,12,4,10
871,30,13,7,131
871,13,14,5,6
871,818,15,8,5
871,817,16,9,5
871,811,17,12,3
871,3,18,11,131
871,5,19,17,207
871,808,20,14,207
871,10,21,15,206
871,37,22,18,164
871,819,23,16,206
871,39,24,19,164
872,1,1,1,1
872,18,2,23,1
872,13,3,4,6
872,814,4,8,10
872,30,5,6,131
872,20,6,22,9
872,3,7,7,131
872,8,8,5,208
872,155,9,9,15
872,4,10,3,6
872,17,11,20,9
872,813,12,11,3
872,815,13,2,15
872,811,14,10,3
872,817,15,12,5
872,816,16,13,208
872,818,17,24,5
872,5,18,14,207
872,808,19,15,207
872,10,20,17,206
872,819,21,16,206
872,39,22,19,164
872,37,23,18,164
873,1,1,24,1
873,813,2,22,3
873,20,3,1,9
873,18,4,2,1
873,4,5,3,6
873,814,6,4,10
873,17,7,11,9
873,154,8,7,208
873,30,9,21,131
873,3,10,5,131
873,807,11,14,10
873,8,12,6,208
873,13,13,8,6
873,815,14,10,15
873,817,15,9,5
873,818,16,20,5
873,811,17,18,3
873,155,18,13,15
873,808,19,19,207
873,5,20,15,207
873,10,21,12,206
873,819,22,16,206
873,39,23,23,164
873,37,24,17,164
874,20,1,1,9
874,17,2,9,9
874,18,3,4,1
874,155,4,3,15
874,154,5,19,208
874,815,6,22,15
874,4,7,23,6
874,8,8,6,208
874,1,9,5,1
874,807,10,7,10
874,13,11,2,6
874,814,12,12,10
874,30,13,11,131
874,813,14,8,3
874,3,15,24,131
874,817,16,10,5
874,818,17,13,5
874,811,18,14,3
874,5,19,15,207
874,10,20,16,206
874,37,21,18,164
874,819,22,20,206
874,808,23,17,207
874,39,24,21,164
875,17,1,2,9
875,20,2,1,9
875,1,3,10,1
875,4,4,3,6
875,8,5,5,208
875,13,6,4,6
875,154,7,7,208
875,807,8,6,10
875,3,9,23,131
875,30,10,13,131
875,18,11,24,1
875,815,12,11,15
875,155,13,22,15
875,814,14,12,10
875,813,15,14,3
875,817,16,9,5
875,818,17,8,5
875,811,18,15,3
875,808,19,16,207
875,5,20,17,207
875,819,21,19,206
875,10,22,18,206
875,37,23,21,164
876,20,1,1,9
876,17,2,3,9
876,1,3,4,1
876,18,4,5,1
876,4,5,2,6
876,13,6,6,6
876,8,7,7,208
876,815,8,24,15
876,813,9,16,3
876,3,10,11,131
876,154,11,9,208
876,807,12,8,10
876,811,13,10,3
876,30,14,22,131
876,817,15,13,5
876,814,16,12,10
876,155,17,14,15
876,818,18,15,5
876,808,19,17,207
876,5,20,18,207
876,10,21,20,206
876,37,22,23,164
876,39,23,21,164
876,819,24,19,206
877,1,1,21,1
877,17,2,20,9
877,20,3,3,9
877,813,4,5,3
877,8,5,1,208
877,18,6,4,1
877,4,7,2,6
877,3,8,23,131
877,13,9,7,6
877,154,10,19,208
877,807,11,24,10
877,815,12,15,15
877,814,13,9,10
877,30,14,11,131
877,811,15,8,3
877,155,16,6,15
877,817,17,10,5
877,818,18,12,5
877,5,19,13,207
877,819,20,18,206
877,808,21,16,207
877,10,22,14,206
877,37,23,17,164
877,39,24,22,164
878,20,1,2,9
878,1,2,1,1
878,17,3,23,9
878,154,4,7,208
878,8,5,6,208
878,30,6,16,131
878,13,7,4,6
878,807,8,8,10
878,4,9,3,6
878,813,10,9,3
878,811,11,10,3
878,18,12,5,1
878,814,13,15,10
878,818,14,24,5
878,815,15,11,15
878,155,16,14,15
878,3,17,13,131
878,817,18,12,5
878,10,19,19,206
878,819,20,20,206
878,808,21,17,207
878,5,22,18,207
878,37,23,21,164
878,39,24,22,164
879,1,1,20,1
879,18,2,1,1
879,17,3,4,9
879,20,4,6,9
879,13,5,3,6
879,813,6,22,3
879,807,7,5,10
879,4,8,2,6
879,8,9,10,208
879,3,10,15,131
879,814,11,19,10
879,811,12,23,3
879,815,13,24,15
879,30,14,7,131
879,155,15,9,15
879,817,16,13,5
879,818,17,8,5
879,154,18,21,208
879,808,19,11,207
879,5,20,14,207
879,10,21,16,206
879,819,22,12,206
879,39,23,18,164
879,37,24,17,164
880,20,1,3,9
880,17,2,6,9
880,1,3,5,131
880,13,4,4,6
880,4,5,2,6
880,3,6,20,131
880,8,7,1,208
880,154,8,10,208
880,814,9,8,10
880,18,10,9,1
880,807,11,22,15
880,16,12,7,10
880,818,13,12,5
880,817,14,19,5
880,815,15,11,1
880,822,16,14,3
880,813,17,21,3
880,821,18,13,15
880,824,19,15,206
880,820,20,17,206
880,823,21,18,207
880,819,22,16,207
881,20,1,1,9
881,13,2,5,6
881,4,3,22,6
881,1,4,3,131
881,17,5,2,9
881,3,6,4,131
881,8,7,7,208
881,18,8,17,1
881,16,9,20,10
881,815,10,9,1
881,154,11,6,208
881,807,12,8,15
881,817,13,18,5
881,821,14,12,15
881,814,15,21,10
881,813,16,19,3
881,818,17,10,5
881,822,18,11,3
881,824,19,13,206
881,819,20,14,207
881,820,21,16,206
881,823,22,15,207
882,1,1,3,131
882,8,2,2,208
882,4,3,1,6
882,3,4,19,131
882,13,5,6,6
882,154,6,9,208
882,817,7,7,5
882,18,8,5,1
882,20,9,4,9
882,807,10,10,15
882,814,11,8,10
882,815,12,11,1
882,16,13,21,10
882,17,14,20,9
882,813,15,14,3
882,818,16,12,5
882,822,17,13,3
882,821,18,22,15
882,824,19,15,206
882,820,20,17,206
882,819,21,16,207
882,823,22,18,207
883,3,1,9,131
883,20,2,1,9
883,4,3,8,6
883,1,4,5,131
883,17,5,7,9
883,13,6,15,6
883,814,7,4,10
883,16,8,13,10
883,8,9,2,208
883,18,10,10,1
883,154,11,3,208
883,815,12,6,1
883,817,13,16,5
883,807,14,12,15
883,822,15,14,3
883,818,16,22,5
883,813,17,11,3
883,821,18,18,15
883,819,19,17,207
883,824,20,19,206
883,823,21,21,207
883,820,22,20,206
884,3,1,6,131
884,1,2,12,131
884,20,3,4,9
884,8,4,2,208
884,4,5,1,6
884,13,6,3,6
884,154,7,22,208
884,17,8,5,9
884,815,9,9,1
884,814,10,7,10
884,817,11,10,5
884,818,12,20,5
884,16,13,13,10
884,18,14,8,1
884,807,15,15,15
884,821,16,11,15
884,822,17,16,3
884,813,18,14,3
884,823,19,21,207
884,824,20,18,206
884,820,21,19,206
884,819,22,17,207
885,3,1,1,131
885,1,2,4,131
885,20,3,2,9
885,17,4,3,9
885,8,5,10,208
885,4,6,7,6
885,815,7,16,1
885,16,8,5,10
885,18,9,6,1
885,818,10,8,5
885,807,11,11,15
885,817,12,18,5
885,154,13,17,208
885,822,14,12,3
885,823,15,15,207
885,813,16,20,3
885,814,17,9,10
885,819,18,22,207
885,821,19,13,15
885,820,20,14,206
885,824,21,19,206
885,13,22,21,6
886,20,1,1,9
886,1,2,3,131
886,822,3,14,3
886,3,4,5,131
886,17,5,4,9
886,4,6,2,6
886,818,7,6,5
886,16,8,10,10
886,8,9,9,208
886,817,10,15,5
886,807,11,21,15
886,815,12,11,1
886,813,13,16,3
886,18,14,12,1
886,821,15,20,15
886,13,16,8,6
886,814,17,7,10
886,819,18,18,207
886,154,19,13,208
886,824,20,17,206
886,820,21,19,206
886,823,22,22,207
887,1,1,4,131
887,3,2,1,131
887,20,3,21,9
887,17,4,2,9
887,814,5,9,10
887,817,6,8,5
887,16,7,7,10
887,154,8,19,208
887,8,9,5,208
887,4,10,3,6
887,18,11,13,1
887,13,12,6,6
887,818,13,22,5
887,815,14,20,1
887,807,15,10,15
887,813,16,11,3
887,822,17,12,3
887,821,18,14,15
887,819,19,15,207
887,824,20,16,206
887,823,21,18,207
887,820,22,17,206
888,1,1,5,131
888,20,2,1,9
888,17,3,7,9
888,8,4,2,208
888,154,5,3,208
888,817,6,12,5
888,13,7,22,6
888,4,8,4,6
888,18,9,6,1
888,807,10,10,15
888,3,11,9,131
888,814,12,11,10
888,815,13,8,1
888,821,14,14,15
888,16,15,13,10
888,818,16,20,5
888,822,17,16,3
888,813,18,15,3
888,819,19,17,207
888,824,20,21,206
888,823,21,18,207
888,820,22,19,206
890,1,1,1,131
890,20,2,3,9
890,154,3,6,208
890,3,4,19,131
890,4,5,5,6
890,8,6,2,208
890,13,7,8,6
890,817,8,13,5
890,815,9,9,1
890,17,10,4,9
890,16,11,22,10
890,807,12,11,15
890,18,13,7,1
890,818,14,12,5
890,813,15,10,3
890,822,16,20,3
890,821,17,21,15
890,814,18,18,10
890,819,19,15,207
890,823,20,14,207
890,824,21,16,206
890,820,22,17,206
891,1,1,3,131
891,20,2,1,9
891,17,3,5,9
891,3,4,4,131
891,814,5,20,10
891,18,6,6,1
891,154,7,8,208
891,8,8,21,208
891,4,9,2,6
891,13,10,7,6
891,807,11,13,15
891,16,12,9,10
891,815,13,11,1
891,823,14,16,207
891,824,15,18,206
891,820,16,19,206
891,813,17,17,3
891,818,18,12,5
891,817,19,10,5
891,822,20,15,3
891,821,21,14,15
891,819,22,22,207
892,20,1,1,9
892,17,2,3,9
892,807,3,5,15
892,13,4,4,6
892,4,5,2,6
892,3,6,6,131
892,817,7,7,5
892,815,8,12,1
892,18,9,10,1
892,818,10,21,5
892,8,11,11,208
892,1,12,9,131
892,154,13,8,208
892,16,14,16,10
892,813,15,14,3
892,814,16,22,10
892,821,17,13,15
892,822,18,15,3
892,823,19,18,207
892,819,20,17,207
892,824,21,19,206
892,820,22,20,206
893,20,1,1,9
893,3,2,4,131
893,154,3,21,208
893,17,4,15,9
893,1,5,5,131
893,13,6,6,6
893,4,7,2,6
893,18,8,7,1
893,817,9,22,5
893,821,10,12,15
893,807,11,9,15
893,818,12,14,5
893,8,13,3,208
893,815,14,8,1
893,16,15,10,10
893,822,16,13,3
893,814,17,20,10
893,813,18,11,3
893,819,19,19,207
893,823,20,16,207
893,824,21,18,206
893,820,22,17,206
894,20,1,1,9
894,1,2,5,131
894,17,3,21,9
894,154,4,3,208
894,3,5,7,131
894,4,6,6,6
894,13,7,9,6
